run_id,decision,exchange,duration_minutes,storage_mode,data_dir,monitored_symbols,monitored_cycles,fee_source,taker_fee_per_leg,start_sizes,latency_buckets_ms,max_cycles_requested,checkpoint_interval_minutes,raw_opportunities,raw_observations,profitable_after_fees,profitable_after_depth,profitable_pessimistic,profitable_after_50ms,observed_after_50ms,survival_50ms_pct,profitable_after_100ms,observed_after_100ms,survival_100ms_pct,average_realistic_edge,median_realistic_edge,best_net_edge,total_estimated_pnl,ghost_pct,resyncs,sequence_gaps,scanner_deadline_misses,scanner_miss_pct,average_book_staleness_ms,repeated_positive_cycles,checkpoint_count,positive_checkpoint_count,break_even_fee_average,break_even_fee_median,break_even_fee_max,max_raw_edge
20260803T224851Z_94fc894d,UNCLEAR_BUT_DO_NOT_TRADE,MEXC Spot,2880,compact,<external-data-dir>,12,10,sanitized_numeric_fee_schedule,0.0005,"10;25;50;100","50;100;250;500;1000",20,60,7329,114107,26,23,4,21,7329,0.29,20,7329,0.27,-0.0013435101324495674,-0.0009890490083076858,0.00025729254855970526,-474.0553489713104,99.7134670487106,18,18,1297,0.04359306329161575,349.3406558420886,1,47,0,0.00009942254354595913,0.00007689098248296539,0.0005857066000689907,0.0017591801245813814
