exchange,fee_assumption_per_leg,fee_source,run_duration_seconds,run_duration_minutes,monitored_symbols,monitored_cycles,total_records,parse_errors,raw_opportunities,unique_signals,raw_opportunity_observations,profitable_after_fees,profitable_after_depth,profitable_pessimistic,pessimistic_observations,non_executable_signals,filter_rejected_signals,scanner_profitable_after_fees,scanner_profitable_after_depth,scanner_profitable_pessimistic,scanner_scan_count,scan_deadline_misses,scan_deadline_miss_percentage,average_scan_time_ms,maximum_scan_time_ms,latency_observations,latency_covered_signals,latency_coverage,latency_coverage_percentage,meaningful_latency_coverage,latency_total_check_count,latency_late_check_count,latency_late_check_percentage,latency_timing_sample_count,latency_lateness_tolerance_ms,average_latency_lateness_ms,median_latency_lateness_ms,maximum_latency_lateness_ms,latency_scheduling_accurate,profitable_at_slowest_latency,slowest_latency_bucket_ms,average_edge,median_edge,best_realistic_edge,average_raw_edge,median_raw_edge,best_net_edge,average_estimated_pnl,median_estimated_pnl,total_estimated_pnl,repeated_positive_cycles,checkpoint_count,positive_checkpoint_count,minimum_positive_checkpoints,ghost_arbitrage_count,ghost_arbitrage_percentage,average_book_staleness_ms,book_staleness_sample_count,book_stale_after_ms,startup_unhealthy_books,startup_managed_books,startup_health_source,order_book_resyncs,sequence_gaps,run_error,data_dir,data_drive,storage_mode,min_free_gib,free_gib_at_start,raw_signal_sample_rate,top_n_retention,near_break_even_threshold,checkpoint_interval_minutes,compact_mode_active,latest_report_path,conclusion,conclusion_rationale,minimum_decision_sample,decision_48h,decision_48h_rationale,aggregation_mode,quantiles_approximate,quantile_sample_limit,signal_quantile_sample_size,latency_quantile_sample_size,profitable_after_50ms,observed_after_50ms,average_actual_after_50ms,median_lateness_after_50ms,late_checks_after_50ms,profitable_after_100ms,observed_after_100ms,average_actual_after_100ms,median_lateness_after_100ms,late_checks_after_100ms,profitable_after_250ms,observed_after_250ms,average_actual_after_250ms,median_lateness_after_250ms,late_checks_after_250ms,profitable_after_500ms,observed_after_500ms,average_actual_after_500ms,median_lateness_after_500ms,late_checks_after_500ms,profitable_after_1000ms,observed_after_1000ms,average_actual_after_1000ms,median_lateness_after_1000ms,late_checks_after_1000ms,raw_edge_sample_count,raw_edge_min,raw_edge_p50,raw_edge_p90,raw_edge_p95,raw_edge_p99,raw_edge_p99_9,raw_edge_max,net_edge_after_fees_sample_count,net_edge_after_fees_min,net_edge_after_fees_p50,net_edge_after_fees_p90,net_edge_after_fees_p95,net_edge_after_fees_p99,net_edge_after_fees_p99_9,net_edge_after_fees_max,break_even_fee_per_leg_sample_count,break_even_fee_per_leg_average,break_even_fee_per_leg_median,break_even_fee_per_leg_p95,break_even_fee_per_leg_p99,break_even_fee_per_leg_max,profitable_at_fee_0_001,profitable_at_fee_0_0005,profitable_at_fee_0_0002,profitable_at_fee_0_0001,profitable_at_fee_0_0
MEXC Spot,0.0005,sanitized_numeric_fee_schedule,172800.0,2880.0,12,10,49059,0,7329,7329,114107,26,23,4,7329,0,0,26,23,4,2975244,1297,0.04359306329161575,1.4259209816719884,231.90090000571217,7329,7329,1.0,100.0,True,36645,1766,4.819211352162641,36645,25.0,3.449747577883314,0.0,110.00000000058208,False,16,1000,-0.0013435101324495674,-0.0009890490083076858,0.00025729254855970526,0.00029837226417205265,0.00023070842533451022,0.00025729254855970526,-0.06468213248346438,-0.04174257538677318,-474.0553489713104,1,47,0,2,7308,99.7134670487106,349.3406558420886,7329,2000.0,4,12,captured after the startup wait,18,18,,<external-data-dir>,sanitized,compact,15.0,,0.001,1000,-0.0005,60.0,True,public_results/mexc/report_48h.md,UNCLEAR,The sample or conservative survival evidence is not yet strong enough for a go/no-go decision.,20,UNCLEAR,The completed evidence does not satisfy every STOP or CONTINUE_TO_7D condition.,cumulative_streaming_bounded_sample,True,4096,4096,4096,21,7329,55.72274525862142,-2.9999999795109034,572,20,7329,101.74102878996027,-5.999999988125637,21,14,7329,251.5265384084645,0.0,121,15,7329,501.2394596801971,0.0,91,16,7329,1007.018965752171,0.0,961,7329,2.38978337053989e-07,0.00023070842533451022,0.0006287295271675949,0.0007330728005142959,0.0011937745035353708,0.0015820355585482847,0.0017591801245813814,7329,-0.0014980083443414602,-0.0008356891810325283,-0.0004894539118967284,-0.0004303734572544481,-0.00027173826980638236,8.038623771534186e-05,0.00025729254855970526,7329,9.942254354595913e-05,7.689098248296539e-05,0.0002442382469464963,0.00039760843991410285,0.0005857066000689907,0,24,993,3037,7329
